Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
University of Connecticut,129020,2008,Football Bowl Subdivision,Big East Conference,1434026.812,9909144.229,14120943.53,1131759.796,12394233.9,13940890.95,4434101.449,9011442.937
University of Connecticut,129020,2009,Football Bowl Subdivision,Big East Conference,1756513.244,11726402.85,11218944.19,1340277.93,14189716.67,13650888.75,6777491.135,9847843.487
University of Connecticut,129020,2010,Football Bowl Subdivision,Big East Conference,1851538.591,13792541.31,7062399.374,1957846.113,13861005.55,13612664.66,7063892.501,10238843.24
University of Connecticut,129020,2011,Football Bowl Subdivision,Big East Conference,2125219.879,11673221.91,11030408.49,1557937.619,16681195.12,12228592.19,7231506.946,10061435.86
University of Connecticut,129020,2012,Football Bowl Subdivision,Big East Conference,1319243.716,11757919.09,12357954.19,1177419.104,13031778.35,12532988.9,9128564.693,10350324.42
University of Connecticut,129020,2013,Football Bowl Subdivision,Big East Conference,1627769.974,11666362.69,8002107.96,1179863.068,17058949.07,9876100.468,10119838.85,10834199.27
University of Connecticut,129020,2014,Football Bowl Subdivision,American Athletic Conference,1797944.612,13773868.2,6864472.244,420900.1969,13894607.53,11696992.49,18884268.94,10855370.29
University of Connecticut,129020,2015,Football Bowl Subdivision,American Athletic Conference,1737896.068,14347451.02,7362854.856,470194.4939,13382476.73,10837944.87,19510965.12,11140868.71
University of Connecticut,129020,2016,Football Bowl Subdivision,American Athletic Conference,1246676.652,14190378.01,6649588.793,1245707.217,12896263.77,11173881.59,29104829.81,8929377.499
University of Connecticut,129020,2017,Football Bowl Subdivision,American Athletic Conference,787116.9226,14678689.48,5983035.504,517018.2073,11085619.52,10393447.34,35843170.15,8743139.02
University of Connecticut,129020,2018,Football Bowl Subdivision,American Athletic Conference,1759914.422,14488937.06,2794232.162,1755250.588,11318051.62,9386486.471,31448137.32,8790712.37
University of Connecticut,129020,2019,Football Bowl Subdivision,American Athletic Conference,1746436.243,11344901.58,6851901.012,1393438.783,8399898.171,7764312.222,35504221.59,8893269.155
University of Connecticut,129020,2020,Football Bowl Subdivision,American Athletic Conference,1582303,12262575,959832,820000,6384350,8903875,38508330,6534945
University of Connecticut,129020,2021,Football Bowl Subdivision,Independent,144340,6173361,2014571,36500,3489559,106052,41815744,4574774
University of Florida,134130,2005,Football Bowl Subdivision,Southeastern Conference,15510904.96,8894379.541,35644420.99,1354926.983,19006828.35,17643004.94,1770889.924,3203223.699
University of Florida,134130,2006,Football Bowl Subdivision,Southeastern Conference,14209312.7,9748548.666,38324376.26,914914.7525,19090609.63,19035933.51,1866786.083,3211255.264
University of Florida,134130,2007,Football Bowl Subdivision,Southeastern Conference,23701420.46,14025208.6,46005692.58,833141.5562,22161633.05,23144358.83,2104463.26,3208093.909
University of Florida,134130,2008,Football Bowl Subdivision,Southeastern Conference,13113673.71,12242023.93,51245724.13,340641.0663,20491146.4,25391528.08,2227314.097,3099334.118
University of Florida,134130,2009,Football Bowl Subdivision,Southeastern Conference,-382189.1184,13061774.47,49132926.52,1045639.964,23441182.32,25239870.28,2209278.672,3045385.302
University of Florida,134130,2010,Football Bowl Subdivision,Southeastern Conference,18858895.22,9394689.094,46705495.73,245825.8324,33797379.07,24754202.58,2259285.567,2976034.955
University of Florida,134130,2011,Football Bowl Subdivision,Southeastern Conference,20332185.77,9789264.317,48319641.63,842224.4075,33764293.46,24041109.42,2169539.183,2855138.187
University of Florida,134130,2012,Football Bowl Subdivision,Southeastern Conference,8418722.444,9787514.706,51995804.95,647270.5116,33799461.73,26581488.09,2182849.347,2727993.828
University of Florida,134130,2013,Football Bowl Subdivision,Southeastern Conference,12758493.72,10238197.33,53779430.7,998995.17,34348886.88,27378392.52,2189903.622,2747874.421
University of Florida,134130,2014,Football Bowl Subdivision,Southeastern Conference,16773599.86,10089949.62,46968491.3,787585.1687,31782487.63,25118662.34,2044708.012,2665484.42
University of Florida,134130,2015,Football Bowl Subdivision,Southeastern Conference,8413250.356,12045562.88,63427406.03,936183.881,47250035.79,26532615.58,2026795.969,0
University of Florida,134130,2016,Football Bowl Subdivision,Southeastern Conference,6667203.602,11286876.25,46526671.76,237452.1548,55764577.47,29884446.05,2155461.691,0
University of Florida,134130,2017,Football Bowl Subdivision,Southeastern Conference,13268857.81,9175934.702,47655706.92,1248761.778,58617354.07,25875379.84,1655378.548,0
University of Florida,134130,2018,Football Bowl Subdivision,Southeastern Conference,11043612.06,8636898.617,47427116.19,6731071.647,56663888.96,33223126.49,2403410.107,0
University of Florida,134130,2019,Football Bowl Subdivision,Southeastern Conference,11307332.79,10933966.12,45556386.5,1246514.433,60240069.89,30103113.25,2289673.879,0
University of Florida,134130,2020,Football Bowl Subdivision,Southeastern Conference,10550542,8075530,52501072,4959200,63871666,31769379,2545481,677953
University of Florida,134130,2021,Football Bowl Subdivision,Southeastern Conference,16097920,8393886,16134112,744445,84909555,10255206,1052968,1266142
University of Georgia,139959,2005,Football Bowl Subdivision,Southeastern Conference,4324404.938,6272906.8,37512412.31,2603078.208,18426238.32,18007717.64,0,4014034.302
University of Georgia,139959,2006,Football Bowl Subdivision,Southeastern Conference,5872229.051,8231536.711,38761664.53,2781080.742,22637930.2,19576428.29,0,3867843.712
University of Georgia,139959,2007,Football Bowl Subdivision,Southeastern Conference,8792102.557,8849491.211,34369590.02,1676905.556,18287960.07,22012953.8,0,3828121.296
University of Georgia,139959,2008,Football Bowl Subdivision,Southeastern Conference,7236676.488,9995325.063,36715078.74,2364342.981,20338661.15,22498551.7,0,3694725.118
University of Georgia,139959,2009,Football Bowl Subdivision,Southeastern Conference,5104578.18,11212333.28,34125117.96,2367901.952,21891853.6,22267361.84,0,3772217.661
University of Georgia,139959,2010,Football Bowl Subdivision,Southeastern Conference,5367409.994,9262590.127,32466870.42,2719004.739,30087727.62,22803310.54,0,3801116.724
University of Georgia,139959,2011,Football Bowl Subdivision,Southeastern Conference,3047134.811,9560959.898,32952623.93,949230.9217,32185381.87,23871865.58,0,3678858.92
University of Georgia,139959,2012,Football Bowl Subdivision,Southeastern Conference,2365612.522,8923256.393,31383927.54,0,31306659.76,25700203.7,0,3656607.198
University of Georgia,139959,2013,Football Bowl Subdivision,Southeastern Conference,5707466.493,8343872.74,31834110.96,0,32406230.12,27121567.89,0,3597310.282
University of Georgia,139959,2014,Football Bowl Subdivision,Southeastern Conference,10304723.51,9358489.576,34838070.01,0,30496450.58,24568463.79,0,3580069.937
University of Georgia,139959,2015,Football Bowl Subdivision,Southeastern Conference,5398882.156,14223517.75,37004991.33,0,38219958.17,28476072.69,0,3508189.257
University of Georgia,139959,2016,Football Bowl Subdivision,Southeastern Conference,4190697.323,12058377.93,35910493.25,0,47677870.44,30220050.49,0,3486452.19
University of Georgia,139959,2017,Football Bowl Subdivision,Southeastern Conference,10268510.98,14051057.61,57865813.19,0,50694787.85,30333171.14,0,3456264.715
University of Georgia,139959,2018,Football Bowl Subdivision,Southeastern Conference,11011131.16,17559145.53,69851442.21,0,53354183.09,26762574.72,0,3582833.372
University of Georgia,139959,2019,Football Bowl Subdivision,Southeastern Conference,10146316.19,18127212.61,53223742.25,,54135102.66,37004934.56,,3552134.626
University of Georgia,139959,2020,Football Bowl Subdivision,Southeastern Conference,6494802,14246841,64604359,,52575491,38645929,,2728482
University of Georgia,139959,2021,Football Bowl Subdivision,Southeastern Conference,,,,,,,,
University of Hawaii at Manoa,141574,2005,Football Bowl Subdivision,Western Athletic Conference,1925855.913,3130010.013,3875742.666,59488.02551,5170492.491,9714979.799,2468094.407,0
University of Hawaii at Manoa,141574,2006,Football Bowl Subdivision,Western Athletic Conference,2431066.536,3532999.343,5774163.038,449343.5162,4969641.717,9553774.942,10741221.67,0
University of Hawaii at Manoa,141574,2007,Football Bowl Subdivision,Western Athletic Conference,3067400.836,2713554.898,4205291.673,1147748.114,6317445.282,9888480.986,10586953.43,0
University of Hawaii at Manoa,141574,2008,Football Bowl Subdivision,Western Athletic Conference,2939460.876,2787091.027,6277209.841,258447.537,10638396.63,10282004.69,11808012.38,0
University of Hawaii at Manoa,141574,2009,Football Bowl Subdivision,Western Athletic Conference,2426754.75,3968055.067,5090444.34,1003917.63,6498236.81,8674493.494,12577454,0
University of Hawaii at Manoa,141574,2010,Football Bowl Subdivision,Western Athletic Conference,3023791.265,4222130.924,8365030.003,612442.9882,6076900.27,8199180.204,12513951.44,0
University of Hawaii at Manoa,141574,2011,Football Bowl Subdivision,Western Athletic Conference,2853369.741,4071192.743,5355702.382,980296.661,6746067.952,8545143.592,12849942.64,941413.8612
University of Hawaii at Manoa,141574,2012,Football Bowl Subdivision,Western Athletic Conference,3329684.863,5052850.403,6048812.821,683099.2228,4638122.7,7563506.981,13470262.97,1913831.909
University of Hawaii at Manoa,141574,2013,Football Bowl Subdivision,Mountain West Conference,2612811.207,4521929.639,5162643.057,821893.5018,4871251.32,6630892.656,14636525.76,1867391.053
University of Hawaii at Manoa,141574,2014,Football Bowl Subdivision,Mountain West Conference,2762840.275,4483006.904,4921813.398,901382.3698,5213077.427,6845758.037,17974681.75,1709533.706
University of Hawaii at Manoa,141574,2015,Football Bowl Subdivision,Mountain West Conference,4128085.99,4702007.181,5014906.001,948360.2368,6276747.069,6789818.147,17383253.14,1837575.99
University of Hawaii at Manoa,141574,2016,Football Bowl Subdivision,Mountain West Conference,4332791.195,4307942.83,5007424.901,2574015.866,6804832.035,6224776.967,16659004.8,1673582.629
University of Hawaii at Manoa,141574,2017,Football Bowl Subdivision,Mountain West Conference,4454678.634,4184856.554,4439763.602,2418360.697,7177548.418,6143326.173,20068315.54,1562920.34
University of Hawaii at Manoa,141574,2018,Football Bowl Subdivision,Mountain West Conference,3370317.155,5777909.767,5430843.234,1193373.54,5477242.453,5572412.491,19440436.1,1556222.899
University of Hawaii at Manoa,141574,2019,Football Bowl Subdivision,Mountain West Conference,2889241.93,5874942.257,5583548.471,860485.4673,6606818.554,5671469.839,19699454.2,1810946.332
University of Hawaii at Manoa,141574,2020,Football Bowl Subdivision,Mountain West Conference,2794858,4760619,6059439,695500,5525401,5404953,19739140,1264513
University of Hawaii at Manoa,141574,2021,Football Bowl Subdivision,Mountain West Conference,760102,3343724,7639044,14500,5060939,0,27823296,0
University of Houston,225511,2005,Football Bowl Subdivision,Conference USA,4699723.648,525932.5628,2351110.214,1987770.479,2224361.545,1744090.627,11794765.35,4687846.717
University of Houston,225511,2006,Football Bowl Subdivision,Conference USA,2993669.011,673404.1671,2589659.12,260619.2394,3672008.254,2002892.234,3057673.501,4907075.126
University of Houston,225511,2007,Football Bowl Subdivision,Conference USA,5046695.268,889264.5042,4106081.049,335524.408,3659243.174,2470926.314,2880916.42,5298030.261
University of Houston,225511,2008,Football Bowl Subdivision,Conference USA,4446702.87,936324.1725,3285648.346,1006763.748,3826948.08,2654436.517,15805016.53,5288804.283
University of Houston,225511,2009,Football Bowl Subdivision,Conference USA,3418742.58,1077629.297,2669457.248,507734.9185,3981460.259,2164575.396,18499437.65,5490944.96
University of Houston,225511,2010,Football Bowl Subdivision,Conference USA,4091801.631,1427424.196,3765849.028,851604.3489,4284185.878,4111549.357,15063956.33,5612422.796
University of Houston,225511,2011,Football Bowl Subdivision,Conference USA,3351003.764,1719196.42,3737150.903,658197.8717,3289277.291,3895922.144,18155911.07,5019656.226
University of Houston,225511,2012,Football Bowl Subdivision,Conference USA,3455253.313,515145.9394,4520613.005,438502.6629,2765321.79,5561915.922,19091381.27,4968615.056
University of Houston,225511,2013,Football Bowl Subdivision,Conference USA,1240169.402,3899432.996,4774357.01,569711.6583,2956549.092,4235976.16,20366255.23,8646448.735
University of Houston,225511,2014,Football Bowl Subdivision,American Athletic Conference,656734.4036,2378370.357,6292034.857,120257.1991,7078009.673,3772481.455,15312473.79,8459227.013
University of Houston,225511,2015,Football Bowl Subdivision,American Athletic Conference,1650693.88,2545940.484,6997651.539,120114.7105,4559719.295,4677721.078,20456576.92,7927636.409
University of Houston,225511,2016,Football Bowl Subdivision,American Athletic Conference,1833756.077,2832197.097,8781858.461,290075.5207,9387591.144,5249959.309,18988653.07,8137705.329
University of Houston,225511,2017,Football Bowl Subdivision,American Athletic Conference,4754886.161,4249185.682,10478316.05,884807.9567,5944604.43,6917541.582,18592610.02,8546552.219
University of Houston,225511,2018,Football Bowl Subdivision,American Athletic Conference,2065954.678,4269131.199,8643913.435,271069.2335,5005992.198,4443804.915,23087238.72,9047164.479
University of Houston,225511,2019,Football Bowl Subdivision,American Athletic Conference,2978080.475,4137063.289,9720751.462,325972.1417,4902449.927,4942534.377,40079556.45,8889351.416
University of Houston,225511,2020,Football Bowl Subdivision,American Athletic Conference,2451997,2664043,4829154,946780,5006007,4781247,37920460,8783293
University of Houston,225511,2021,Football Bowl Subdivision,American Athletic Conference,1601613,1854952,3824724,22000,8317680,1709363,41031960,8461285
University of Illinois Urbana-Champaign,145637,2005,Football Bowl Subdivision,Big Ten Conference,7936429.903,5805342.423,12774804.33,72491.423,14189647.4,17119078.81,2596836.259,3643399.041
